1648327713768669184 1.061384574 0.190539282 0.026546797 0.003196468 0.011502880 0.270401305 0.962673673
1648327713900992256 1.058235306 0.204619208 0.026949058 0.002511457 0.011791456 0.295289455 0.955331771
1648327714034001152 1.058837746 0.215830319 0.027058042 0.002025351 0.012053069 0.313073651 0.949650204
1648327714170363136 1.070055991 0.217427281 0.027335431 0.002328337 0.012048507 0.316733364 0.948435232
1648327714300925184 1.081446784 0.235755444 0.026123625 0.002011150 0.011963956 0.312250695 0.949922272
1648327714434107392 1.101566051 0.248473513 0.027281338 0.002133270 0.012005062 0.310500352 0.950495060
1648327714567417088 1.118054248 0.264954562 0.028534610 0.002039560 0.011807408 0.312358133 0.949888847
1648327714834054144 1.148913281 0.285503971 0.027210499 0.002187055 0.012025749 0.311880442 0.950042730
1648327714967431424 1.166864117 0.299917682 0.027200146 0.002175644 0.012003537 0.311061139 0.950311606
1648327715834233344 1.292909280 0.401702858 0.033036254 0.002217128 0.011511548 0.309338746 0.950879650
1648327716567816192 1.401594181 0.486329597 0.036410545 0.002142563 0.011218304 0.308657426 0.951104701
1648327717367674112 1.530859176 0.593305417 0.040018662 0.002422681 0.010920060 0.307713812 0.951413208
1648327718100954368 1.644732145 0.682911963 0.042464487 0.002385022 0.010678465 0.306600245 0.951775484
1648327719034582016 1.802278842 0.806725607 0.047819999 0.002522568 0.010265913 0.305224659 0.952221694
1648327720034747136 2.003885792 0.966588473 0.052677673 0.002542416 0.010735653 0.305018757 0.952282437
1648327720834480384 2.182242802 1.110729463 0.058728956 0.002929984 0.011218333 0.303604547 0.952727581
1648327721101641216 2.242698772 1.157950336 0.059395821 0.002517781 0.010248171 0.290802838 0.956724801
1648327721301201152 2.295264372 1.185657173 0.059483515 0.002945334 0.009736328 0.282654754 0.959167774
1648327721434715392 2.325309068 1.208774973 0.061529592 0.002704760 0.009682271 0.287932810 0.957597846
1648327721701122304 2.394706750 1.256930804 0.063228718 0.002771608 0.009624045 0.283911134 0.958798291
1648327721967927296 2.475098160 1.296333111 0.064763885 0.003469385 0.009392322 0.259968747 0.965565119
1648327722171958272 2.517807570 1.341968930 0.059950332 0.002765219 0.009430549 0.264083230 0.964449825
1648327722368687104 2.579500500 1.352985511 0.077112130 0.003994835 0.009218247 0.259325734 0.965737661
1648327722501173248 2.626185487 1.367659324 0.067252964 0.004618697 0.009065143 0.222530524 0.974872636
1648327722634541312 2.665376249 1.378112796 0.068190878 0.005077140 0.008853993 0.206464958 0.978400762
1648327722836259072 2.706703982 1.418892721 0.075716939 0.004217978 0.008897078 0.231424737 0.972802982
1648327722969848064 2.734583440 1.444384563 0.077640856 0.003967009 0.008498897 0.229573670 0.973246095
1648327723101156352 2.769545495 1.467439755 0.074032419 0.003902513 0.008374675 0.219041261 0.975671851
1648327723234611200 2.775892466 1.466389552 0.067066928 0.004352302 0.007061464 0.219037655 0.975681146
1648327723368166144 2.842002545 1.479854164 0.061397715 0.004837740 0.008596865 0.224693929 0.974379458
1648327723502403328 2.892823523 1.508717855 0.073645842 0.004658120 0.009139512 0.223051197 0.974752756
1648327723768234240 2.967629175 1.548699263 0.074278449 0.004645872 0.009075218 0.219465716 0.975566941
1648327723901234176 3.007643508 1.564334673 0.073548881 0.004942365 0.008904666 0.212494675 0.977109151
1648327724234661120 3.130351812 1.566445503 0.078280911 0.007380159 0.008032787 0.127676330 0.991755899
1648327724368188160 3.170531365 1.572111345 0.083746310 0.007832500 0.007796582 0.123894599 0.992233840
1648327724501219328 3.207732723 1.594543598 0.076781855 0.007138821 0.008093524 0.134158214 0.990901158
1648327724634623232 3.236508386 1.588053249 0.084689386 0.008007879 0.007350706 0.134162176 0.990899769
1648327724768136192 3.290198076 1.616541300 0.081532285 0.007385826 0.008043201 0.127651503 0.991758968
1648327724968157184 3.336205143 1.656047531 0.079016121 0.006306666 0.007513743 0.129522054 0.991528016
1648327725101236224 3.388585650 1.650435638 0.084282751 0.007254992 0.008018700 0.130852518 0.991342869
1648327725501355264 3.513909232 1.685172296 0.086781308 0.007578675 0.007915074 0.126222384 0.991941442
1648327725768078080 3.601592674 1.712411600 0.088655855 0.007693163 0.007876148 0.125357280 0.992050570
1648327726505498112 3.853835397 1.788496532 0.096265786 0.007629315 0.007327914 0.122918837 0.992360345
1648327727168159232 4.092391862 1.861457310 0.102934060 0.007481120 0.006856401 0.120593940 0.992650051
1648327727901653248 4.354559044 1.940591240 0.111500021 0.007761793 0.006295192 0.118499976 0.992903762
1648327728639171072 4.618109663 2.018928222 0.119524414 0.008057210 0.006063168 0.116080566 0.993188613
1648327729304829952 4.864622900 2.088904236 0.127557731 0.008173908 0.006155547 0.113917431 0.993437525
1648327729834980352 5.073993202 2.147201929 0.136787503 0.008246639 0.006036980 0.111820554 0.993675858
1648327730503456000 5.346739625 2.220516579 0.143787948 0.008752629 0.006212416 0.108703710 0.994016248
1648327731168366080 5.602057511 2.288496981 0.150527947 0.009165834 0.005945960 0.105952682 0.994311150
1648327731571180032 5.755676435 2.334535022 0.159484191 0.008975580 0.005917743 0.105185479 0.994394506
1648327731768367360 5.832892425 2.358916164 0.164530803 0.008961694 0.006228288 0.105407531 0.994369222
1648327732235233280 6.016732429 2.409233218 0.172717357 0.008807225 0.006161707 0.104464890 0.994470489
1648327732701758208 6.202077731 2.458302546 0.178231951 0.008626681 0.006620084 0.102571367 0.994666210
1648327733101806080 6.372043796 2.502887624 0.184526916 0.008585037 0.006797215 0.101299057 0.994795756
1648327733369108224 6.486461511 2.525880261 0.190045458 0.008770882 0.006763249 0.089457352 0.995929070
1648327733501801216 6.547088534 2.532602942 0.189978337 0.009258209 0.006652638 0.074871344 0.997128031
1648327733635368192 6.601729639 2.535767232 0.195924656 0.009670989 0.006465339 0.077073629 0.996957535
1648327733835356160 6.682853067 2.549463925 0.206187876 0.009831250 0.006303833 0.082448493 0.996526896
1648327734039305216 6.774451663 2.574448320 0.198395253 0.009611269 0.006402159 0.075552523 0.997074948
1648327734168815104 6.824281087 2.598995834 0.194781717 0.008897898 0.006476088 0.077672735 0.996918168
1648327734301865216 6.882423107 2.598686464 0.199469473 0.009349564 0.006631764 0.077782214 0.996904475
1648327734435388160 6.941415269 2.609136792 0.201153682 0.009432858 0.006555284 0.076120656 0.997032444
1648327734835529216 7.113197941 2.639209669 0.204919979 0.009620734 0.006492762 0.066592357 0.997712756
1648327735035824384 7.208010232 2.641621450 0.205462575 0.010347356 0.006138611 0.041154428 0.999080358
1648327735170677248 7.267489211 2.640728090 0.210390846 0.010765928 0.006046004 0.030733559 0.999451344
1648327735435395328 7.381287834 2.655693933 0.211057362 0.010571718 0.006227211 0.038165054 0.999196122
1648327735568532224 7.440516670 2.662188498 0.212795690 0.010618595 0.006080851 0.034750586 0.999321102
1648327735701899264 7.498465275 2.669543671 0.212920057 0.010650786 0.006172288 0.032276792 0.999403158
1648327735835407360 7.552859901 2.673439258 0.200368689 0.010588647 0.006118961 0.033450942 0.999365535
1648327735971871232 7.613739251 2.678243746 0.217949589 0.010748253 0.006185046 0.032630115 0.999390562
1648327736101920000 7.673032426 2.685402176 0.217901276 0.010761453 0.006103375 0.031118935 0.999439119
1648327736502495232 7.847369540 2.704618395 0.221324649 0.010745812 0.006045082 0.025181035 0.999606873
1648327736636041216 7.910614194 2.700096645 0.222275241 0.011408895 0.005946638 0.011195794 0.999854554
1648327736769137152 7.971529602 2.693361761 0.224822702 0.011697228 0.005709006 -0.003802639 0.999908057
1648327736902684160 8.029637750 2.695140683 0.225612291 0.011725004 0.005680567 -0.005806797 0.999898263
1648327737035346176 8.086052375 2.692384436 0.224846217 0.011925613 0.005737041 -0.001256550 0.999911640
1648327737235353344 8.177384816 2.699811441 0.228851869 0.011750391 0.005636933 -0.003531277 0.999908838
1648327737434520320 8.264023209 2.706522726 0.231428336 0.011618111 0.005632899 -0.006381251 0.999896279
1648327737568737280 8.326070908 2.707475499 0.232360117 0.011671330 0.005679900 -0.004807700 0.999904198
1648327737835376384 8.447103431 2.707618018 0.236353298 0.011830655 0.005319559 -0.008502522 0.999879715
